market,alias,name,id,conf_name,conf_alias,conf_id,venue_capacity
Saint Mary's,SMC,Gaels,b18f34af-a7f1-4659-a2e5-fc11a31cd316,West Coast,WCC,c664ceee-1dc0-4743-a6d8-11fbdfb87f61,3500
San Diego,USD,Toreros,620d5944-7156-47d3-aad5-5b3824557d03,West Coast,WCC,c664ceee-1dc0-4743-a6d8-11fbdfb87f61,5100
La Salle,LAS,Explorers,ad9a3e21-4585-4e35-8946-290fe4a16f18,Atlantic 10,A10,db136c00-f45b-4af6-bc7d-ffff216f2e5d,3400
St. Bonaventure,SBON,Bonnies,22d90601-19d4-461b-a901-924d12f116ed,Atlantic 10,A10,db136c00-f45b-4af6-bc7d-ffff216f2e5d,5480
Fordham,FOR,Rams,7888d144-563d-4f84-b99b-d120aecf1fef,Atlantic 10,A10,db136c00-f45b-4af6-bc7d-ffff216f2e5d,3200
Saint Louis,SLU,Billikens,1e42cce3-236b-4f3e-9650-2c45e6332e1e,Atlantic 10,A10,db136c00-f45b-4af6-bc7d-ffff216f2e5d,10600
Saint Joseph's (PA),JOES,Hawks,f9e4261e-d11d-46c4-bd33-c7bbc94ef0e8,Atlantic 10,A10,db136c00-f45b-4af6-bc7d-ffff216f2e5d,4200
Massachusetts,MASS,Minutemen,88104678-e53b-43b3-82f7-efb3a11cedb9,Atlantic 10,A10,db136c00-f45b-4af6-bc7d-ffff216f2e5d,9493
George Washington,GW,Colonials,d52c3640-069c-4554-982e-e6537c8044f1,Atlantic 10,A10,db136c00-f45b-4af6-bc7d-ffff216f2e5d,5000
Rhode Island,URI,Rams,7e42bca2-3cd7-4aca-aa46-f190fe5d8eb4,Atlantic 10,A10,db136c00-f45b-4af6-bc7d-ffff216f2e5d,7657
Virginia Commonwealth,VCU,Rams,c1c1e6df-a383-4fbd-ba7b-32d4f9ef9518,Atlantic 10,A10,db136c00-f45b-4af6-bc7d-ffff216f2e5d,7637
Duquesne,DUQ,Dukes,fea46ac5-6dad-43cd-a770-75554dbcc118,Atlantic 10,A10,db136c00-f45b-4af6-bc7d-ffff216f2e5d,4406
Dayton,DAY,Flyers,632616c5-2dbb-4017-a449-c9dfc303f026,Atlantic 10,A10,db136c00-f45b-4af6-bc7d-ffff216f2e5d,13435
Davidson,DAV,Wildcats,2920c5fa-1e86-4958-a7c4-1e97b8e201d8,Atlantic 10,A10,db136c00-f45b-4af6-bc7d-ffff216f2e5d,5223
Richmond,RICH,Spiders,9b66e1e0-aace-4671-9be2-54c8acf5ecfc,Atlantic 10,A10,db136c00-f45b-4af6-bc7d-ffff216f2e5d,7201
George Mason,GMU,Patriots,e76479d0-a768-46d2-89bf-7b9dae12bec8,Atlantic 10,A10,db136c00-f45b-4af6-bc7d-ffff216f2e5d,10000
Eastern Illinois,EIU,Panthers,23fec4e7-108f-4569-85d1-bef2f794e925,Ohio Valley,OVC,0f3991a1-8c5f-4a8e-8fab-d0ebbb21c35c,5400
Tennessee Tech,TNTC,Golden Eagles,fe037cba-25d9-42f5-a461-61d7102c17de,Ohio Valley,OVC,0f3991a1-8c5f-4a8e-8fab-d0ebbb21c35c,9280
Belmont,BEL,Bruins,a0a22502-0d84-440c-84af-1fbb070ad54c,Ohio Valley,OVC,0f3991a1-8c5f-4a8e-8fab-d0ebbb21c35c,5085
Jacksonville State,JVST,Gamecocks,13358462-e05b-4449-8688-90c4622cdde8,Ohio Valley,OVC,0f3991a1-8c5f-4a8e-8fab-d0ebbb21c35c,5300
Tennessee-Martin,UTM,Skyhawks,9febd5fa-982f-4f40-ad1d-8e49be96cf4f,Ohio Valley,OVC,0f3991a1-8c5f-4a8e-8fab-d0ebbb21c35c,4800
Tennessee State,TNST,Tigers,87721c44-53a2-47aa-9b3a-0f1c99b0f328,Ohio Valley,OVC,0f3991a1-8c5f-4a8e-8fab-d0ebbb21c35c,10500
Murray State,MURR,Racers,77a69fb0-1355-4342-ac09-b4cc7949d95e,Ohio Valley,OVC,0f3991a1-8c5f-4a8e-8fab-d0ebbb21c35c,8602
SIU-Edwardsville,SIUE,Cougars,c206712f-2298-4279-b76c-834ac42809b9,Ohio Valley,OVC,0f3991a1-8c5f-4a8e-8fab-d0ebbb21c35c,4000
Austin Peay,PEAY,Governors,a0fdb660-a822-4337-b01d-31c4d2c99c8a,Ohio Valley,OVC,0f3991a1-8c5f-4a8e-8fab-d0ebbb21c35c,7257
Eastern Kentucky,EKY,Colonels,e48e3dd5-721c-4d96-8ff4-790fe2597bfd,Ohio Valley,OVC,0f3991a1-8c5f-4a8e-8fab-d0ebbb21c35c,6500
Morehead State,MORE,Eagles,b7747a03-c85b-4de6-94bf-1b5b68553248,Ohio Valley,OVC,0f3991a1-8c5f-4a8e-8fab-d0ebbb21c35c,6500
Southeast Missouri State,SEMO,Redhawks,6a7083ab-1832-48c0-9168-427b35adbcde,Ohio Valley,OVC,0f3991a1-8c5f-4a8e-8fab-d0ebbb21c35c,6972
Hartford,HART,Hawks,dba620d9-7282-4638-bf05-13caf48eeed1,America East,AE,b11c69c8-e2cc-4a36-bd3b-80cdf91fef57,4017
Albany,ALBY,Great Danes,290a5130-836d-45e6-824f-28704d6ba246,America East,AE,b11c69c8-e2cc-4a36-bd3b-80cdf91fef57,4538
Vermont,UVM,Catamounts,18e89867-9201-41ce-ba19-fadddf92fa17,America East,AE,b11c69c8-e2cc-4a36-bd3b-80cdf91fef57,3228
New Hampshire,UNH,Wildcats,93cb009e-5bbf-4081-b2c9-44028fe28096,America East,AE,b11c69c8-e2cc-4a36-bd3b-80cdf91fef57,3500
Maine,ME,Black Bears,0095032d-6143-44f2-8974-f6815fc56c5b,America East,AE,b11c69c8-e2cc-4a36-bd3b-80cdf91fef57,5800
UMBC,UMBC,Retrievers,32755362-6336-4dd3-ac34-6f72a6cc150b,America East,AE,b11c69c8-e2cc-4a36-bd3b-80cdf91fef57,4024
Binghamton,BING,Bearcats,fa0f8282-c4f1-490e-962c-f25350cd76f4,America East,AE,b11c69c8-e2cc-4a36-bd3b-80cdf91fef57,5142
Stony Brook,STON,Seawolves,23426c0b-1705-4dfb-a0e2-efdbdd8fd6f6,America East,AE,b11c69c8-e2cc-4a36-bd3b-80cdf91fef57,4160
Massachusetts Lowell,MASSL,River Hawks,4927ef8b-e680-4fb8-b10e-2ea3eff32eab,America East,AE,b11c69c8-e2cc-4a36-bd3b-80cdf91fef57,2000
Jacksonville,JAC,Dolphins,fb28bd56-9e56-40c1-992d-71c1e27fe4fd,Atlantic Sun,AS,888a4792-c632-447f-a8fd-fb0b6f04ce8e,1500
Florida Gulf Coast,FGCU,Eagles,5326c079-3dc3-468f-a601-b776dd9c1e62,Atlantic Sun,AS,888a4792-c632-447f-a8fd-fb0b6f04ce8e,4633
Lipscomb,LIP,Bisons,a2b8223d-40b3-4076-b5df-55655c2f8591,Atlantic Sun,AS,888a4792-c632-447f-a8fd-fb0b6f04ce8e,5028
North Florida,UNF,Ospreys,09920a5f-1b25-466c-b5ae-6167214f5ba9,Atlantic Sun,AS,888a4792-c632-447f-a8fd-fb0b6f04ce8e,5800
N.J.I.T.,NJIT,Highlanders,500d7223-ecff-494b-9539-28427156c783,Atlantic Sun,AS,888a4792-c632-447f-a8fd-fb0b6f04ce8e,3500
USC Upstate,SCUS,Spartans,2e78bd1b-9422-491e-9c73-37cf83b0e34e,Atlantic Sun,AS,888a4792-c632-447f-a8fd-fb0b6f04ce8e,818
Kennesaw State,KENN,Owls,2e8442e9-bd09-4d46-9dd3-de79433287f3,Atlantic Sun,AS,888a4792-c632-447f-a8fd-fb0b6f04ce8e,4792
Stetson,STET,Hatters,394d1b2b-7a19-4d43-b04a-5f366c24e5bf,Atlantic Sun,AS,888a4792-c632-447f-a8fd-fb0b6f04ce8e,5000
Akron,AKR,Zips,56fe0ab2-e4f0-47b9-8726-9ce23ebcde20,Mid-American,MAC,9f1cd1d6-fb03-493d-b278-b74ce25cc57b,5500
Central Michigan,CMU,Chippewas,472c22e0-843d-472c-a871-f1593fb0725d,Mid-American,MAC,9f1cd1d6-fb03-493d-b278-b74ce25cc57b,5300
Ball State,BALL,Cardinals,315c4deb-3c9d-413d-a369-7168f2545d21,Mid-American,MAC,9f1cd1d6-fb03-493d-b278-b74ce25cc57b,11500
Bowling Green,BGSU,Falcons,a9e4d292-d074-40e7-a81a-f9342929b979,Mid-American,MAC,9f1cd1d6-fb03-493d-b278-b74ce25cc57b,4387
Ohio,OHIO,Bobcats,327f09e2-e75f-4014-8ef7-caf9202cd583,Mid-American,MAC,9f1cd1d6-fb03-493d-b278-b74ce25cc57b,13080
Miami (OH),M-OH,RedHawks,1165ca31-f181-4206-b727-c4e897e4b5cd,Mid-American,MAC,9f1cd1d6-fb03-493d-b278-b74ce25cc57b,6400
Eastern Michigan,EMU,Eagles,2ed86226-3fff-4083-90fa-6b02307e6f73,Mid-American,MAC,9f1cd1d6-fb03-493d-b278-b74ce25cc57b,8824
Western Michigan,WMU,Broncos,f2164f01-2cbc-4967-bb1c-93656d790921,Mid-American,MAC,9f1cd1d6-fb03-493d-b278-b74ce25cc57b,5421
Kent State,KENT,Golden Flashes,3da4798c-2d58-4dac-b66e-ad145a91b544,Mid-American,MAC,9f1cd1d6-fb03-493d-b278-b74ce25cc57b,6327
Toledo,TOL,Rockets,34dd83ac-64f2-4b73-8577-899b2a46f5cc,Mid-American,MAC,9f1cd1d6-fb03-493d-b278-b74ce25cc57b,7300
Northern Illinois,NIU,Huskies,3f0ac618-3742-471a-9d1f-03e08f3deca2,Mid-American,MAC,9f1cd1d6-fb03-493d-b278-b74ce25cc57b,10000
Buffalo,BUFF,Bulls,a9f5c9a2-342c-4881-9996-5d5c05ec9bd9,Mid-American,MAC,9f1cd1d6-fb03-493d-b278-b74ce25cc57b,6100
Kentucky,UK,Wildcats,2267a1f4-68f6-418b-aaf6-2aa0c4b291f1,Southeastern,SEC,9ed9d01e-977c-4ba7-ac7d-64035039461c,23500
Georgia,UGA,Bulldogs,4f4b0771-994c-4126-822d-7525aaa00f65,Southeastern,SEC,9ed9d01e-977c-4ba7-ac7d-64035039461c,10523
Missouri,MIZZ,Tigers,77ca152a-cb2f-48a5-97b2-492351250d94,Southeastern,SEC,9ed9d01e-977c-4ba7-ac7d-64035039461c,15061
Texas A&M,TXAM,Aggies,ef184799-d79b-49d9-a662-991eaf4044cd,Southeastern,SEC,9ed9d01e-977c-4ba7-ac7d-64035039461c,12989
Ole Miss,MISS,Rebels,d7d668ec-edaa-4d6b-be25-2ebba4128643,Southeastern,SEC,9ed9d01e-977c-4ba7-ac7d-64035039461c,9500
Tennessee,TENN,Volunteers,b827dbdf-230f-4916-9703-3bb9004e26eb,Southeastern,SEC,9ed9d01e-977c-4ba7-ac7d-64035039461c,21678
Arkansas,ARK,Razorbacks,c70c23c4-ab09-4797-a1af-792c848ab17f,Southeastern,SEC,9ed9d01e-977c-4ba7-ac7d-64035039461c,19368
Vanderbilt,VAN,Commodores,72971b77-1d35-40b3-bb63-4c5b29f3d22b,Southeastern,SEC,9ed9d01e-977c-4ba7-ac7d-64035039461c,14316
Alabama,ALA,Crimson Tide,c2104cdc-c83d-40d2-a3cd-df986e29f5d3,Southeastern,SEC,9ed9d01e-977c-4ba7-ac7d-64035039461c,15383
LSU,LSU,Tigers,70e2bedd-3a0a-479c-ac99-e3f58aa6824b,Southeastern,SEC,9ed9d01e-977c-4ba7-ac7d-64035039461c,13215
Mississippi State,MSST,Bulldogs,a1ba4b89-d97c-44e2-835f-79ad3ccaa5ae,Southeastern,SEC,9ed9d01e-977c-4ba7-ac7d-64035039461c,10575
Florida,FLA,Gators,912f8837-1d81-4ef9-a576-a21f271d4c64,Southeastern,SEC,9ed9d01e-977c-4ba7-ac7d-64035039461c,10133
Auburn,AUB,Tigers,0c0608b3-f349-4f5e-9a10-7e6a744dd0d2,Southeastern,SEC,9ed9d01e-977c-4ba7-ac7d-64035039461c,9121
South Carolina,SCAR,Gamecocks,1c7ec608-3b36-4cee-adac-9265e3792597,Southeastern,SEC,9ed9d01e-977c-4ba7-ac7d-64035039461c,18000
Wyoming,WYO,Cowboys,a7127c0a-a466-47ae-91ad-9a71ee2c9427,Mountain West,MWC,93a776e4-d390-48e1-95bb-74945457366a,15028
Colorado State,CSU,Rams,1a470730-f328-4fb1-8bbf-36a069e4d6b2,Mountain West,MWC,93a776e4-d390-48e1-95bb-74945457366a,8745
Fresno State,FRES,Bulldogs,dd8db4d8-d984-4cab-b7f6-22c6b8c2c45f,Mountain West,MWC,93a776e4-d390-48e1-95bb-74945457366a,15544
UNLV,UNLV,Rebels,68a3227f-677f-43b0-9a3a-cad79d0df9e2,Mountain West,MWC,93a776e4-d390-48e1-95bb-74945457366a,18776
San Jose State,SJSU,Spartans,29de4e5e-ee5b-48c8-bffc-1972e7da1e30,Mountain West,MWC,93a776e4-d390-48e1-95bb-74945457366a,5000
Nevada,NEV,Wolf Pack,62a73b4a-e281-4483-a1f8-f1160a18e456,Mountain West,MWC,93a776e4-d390-48e1-95bb-74945457366a,11536
New Mexico,UNM,Lobos,1b1977ec-b32f-4ce3-95a4-d07bab4816cd,Mountain West,MWC,93a776e4-d390-48e1-95bb-74945457366a,15411
Utah State,USU,Aggies,7672ff16-8436-47e6-8546-0fb5494ec7ee,Mountain West,MWC,93a776e4-d390-48e1-95bb-74945457366a,10270
Boise State,BSU,Broncos,c1c54dbf-805c-47fc-a707-c803e94db2a4,Mountain West,MWC,93a776e4-d390-48e1-95bb-74945457366a,12480
San Diego State,SDSU,Aztecs,e6914f16-ca37-4d2e-ba26-a425910283e2,Mountain West,MWC,93a776e4-d390-48e1-95bb-74945457366a,12414
Air Force,AFA,Falcons,aa7af640-5762-4686-9181-39f7b8a8186e,Mountain West,MWC,93a776e4-d390-48e1-95bb-74945457366a,5858
Western Illinois,WIU,Leathernecks,cc9e5424-ab3b-41ec-b2aa-7e8a73d759c6,Summit League,SUMMIT,49665f99-1a5f-434f-b841-ddde229f0eb9,5139
North Dakota State,NDSU,Bison,984e7518-e418-45d5-9797-979b8c2085c1,Summit League,SUMMIT,49665f99-1a5f-434f-b841-ddde229f0eb9,5700
South Dakota State,SDST,Jackrabbits,6ef40534-5fad-4755-84de-7dcbd645d1f0,Summit League,SUMMIT,49665f99-1a5f-434f-b841-ddde229f0eb9,6500
IPFW,IPFW,Mastodons,22984593-0701-4648-b8a8-f6d695238620,Summit League,SUMMIT,49665f99-1a5f-434f-b841-ddde229f0eb9,13000
Nebraska-Omaha,NEOM,Mavericks,68d2aa5b-714f-4652-96f3-b71e1752413f,Summit League,SUMMIT,49665f99-1a5f-434f-b841-ddde229f0eb9,7500
Denver,DEN,Pioneers,6f676cba-c1f9-45a4-9016-fb408fd525b1,Summit League,SUMMIT,49665f99-1a5f-434f-b841-ddde229f0eb9,7200
Oral Roberts,ORU,Golden Eagles,095417ae-62b0-4109-afc4-d92918599dd4,Summit League,SUMMIT,49665f99-1a5f-434f-b841-ddde229f0eb9,11300
South Dakota,SDAK,Coyotes,c946b7ac-5159-4817-93c4-fc9495c6425b,Summit League,SUMMIT,49665f99-1a5f-434f-b841-ddde229f0eb9,10000
Georgia Tech,GT,Yellow Jackets,0f63a6f5-bda7-4fd9-9271-8d33f555ca19,Atlantic Coast,ACC,88368ebb-01fb-44d5-a6c6-3e7d46bb3ab7,8600
Clemson,CLEM,Tigers,dcf5c2e7-c227-4c20-af26-715d5f859412,Atlantic Coast,ACC,88368ebb-01fb-44d5-a6c6-3e7d46bb3ab7,10000
Louisville,LOU,Cardinals,b795ddbc-baab-4499-8803-52e8608520ab,Atlantic Coast,ACC,88368ebb-01fb-44d5-a6c6-3e7d46bb3ab7,22090
Duke,DUKE,Blue Devils,faeb1160-5d15-4f26-99fc-c441cf21fc7f,Atlantic Coast,ACC,88368ebb-01fb-44d5-a6c6-3e7d46bb3ab7,9314
Wake Forest,WAKE,Demon Deacons,4fbebf0a-e117-4a0c-8f15-c247535a2a1b,Atlantic Coast,ACC,88368ebb-01fb-44d5-a6c6-3e7d46bb3ab7,14665
Syracuse,SYR,Orange,8cd24de1-2be8-4b77-bcfa-47be0495a5f4,Atlantic Coast,ACC,88368ebb-01fb-44d5-a6c6-3e7d46bb3ab7,35446
Notre Dame,ND,Fighting Irish,80962f09-8821-48b6-8cf0-0cf0eea56aa8,Atlantic Coast,ACC,88368ebb-01fb-44d5-a6c6-3e7d46bb3ab7,9149
Pittsburgh,PITT,Panthers,24051034-96bb-4f78-a3a6-312f3258780f,Atlantic Coast,ACC,88368ebb-01fb-44d5-a6c6-3e7d46bb3ab7,12508
Virginia,UVA,Cavaliers,56913910-87f7-4ad7-ae3b-5cd9fb218fd9,Atlantic Coast,ACC,88368ebb-01fb-44d5-a6c6-3e7d46bb3ab7,14593
North Carolina,UNC,Tar Heels,e9ca48b2-00ba-41c0-a02b-6885a2da1ff1,Atlantic Coast,ACC,88368ebb-01fb-44d5-a6c6-3e7d46bb3ab7,21750
North Carolina State,NCST,Wolfpack,52df1e19-b142-4a76-a439-ad68455d0581,Atlantic Coast,ACC,88368ebb-01fb-44d5-a6c6-3e7d46bb3ab7,19722
Florida State,FSU,Seminoles,d3c8a767-b6fc-45d4-a5f2-18406f2993f1,Atlantic Coast,ACC,88368ebb-01fb-44d5-a6c6-3e7d46bb3ab7,13800
Virginia Tech,VT,Hokies,324ccccc-575b-4b82-acb0-fbb8e68da13b,Atlantic Coast,ACC,88368ebb-01fb-44d5-a6c6-3e7d46bb3ab7,10052
Boston College,BC,Eagles,4b3ff02c-e0ba-435b-a565-6075bc491684,Atlantic Coast,ACC,88368ebb-01fb-44d5-a6c6-3e7d46bb3ab7,8606
Miami (FL),MIA,Hurricanes,7aec5187-cb1b-45e5-8f7d-406d766cdc73,Atlantic Coast,ACC,88368ebb-01fb-44d5-a6c6-3e7d46bb3ab7,8000
UAB,UAB,Blazers,63a8fdcf-b51b-4de3-8a57-2a6e41d362ce,Conference USA,CUSA,6902bb03-02f7-4da4-8261-de5fd2cbd011,8508
Old Dominion,ODU,Monarchs,ce967953-5c50-4220-87b2-99acb9606e84,Conference USA,CUSA,6902bb03-02f7-4da4-8261-de5fd2cbd011,8472
Charlotte,CHAR,49ers,8ddbfca9-a931-4908-aa31-9fcd17624b5f,Conference USA,CUSA,6902bb03-02f7-4da4-8261-de5fd2cbd011,9105
Southern Miss,USM,Golden Eagles,6120ac5d-e0f2-4b28-9e6f-ee71596a7e88,Conference USA,CUSA,6902bb03-02f7-4da4-8261-de5fd2cbd011,8095
Western Kentucky,WKU,Hilltoppers,881380da-861c-4ab6-a7d2-20699d8ea883,Conference USA,CUSA,6902bb03-02f7-4da4-8261-de5fd2cbd011,7326
Rice,RICE,Owls,bb384635-c3a0-459a-8f13-fcd7177313e5,Conference USA,CUSA,6902bb03-02f7-4da4-8261-de5fd2cbd011,5750
Florida Atlantic,FAU,Owls,c851131a-5ecd-4670-81bc-b40f4837dd65,Conference USA,CUSA,6902bb03-02f7-4da4-8261-de5fd2cbd011,5000
UTEP,UTEP,Miners,06d15d35-4955-4fdd-83d9-32d24dbd795b,Conference USA,CUSA,6902bb03-02f7-4da4-8261-de5fd2cbd011,12222
Marshall,MRSH,Thundering Herd,58d8baa3-7624-4b21-a47f-a23df2bf8859,Conference USA,CUSA,6902bb03-02f7-4da4-8261-de5fd2cbd011,9048
UTSA,UTSA,Roadrunners,953151f2-1e42-4cb0-a99e-202493a64dcf,Conference USA,CUSA,6902bb03-02f7-4da4-8261-de5fd2cbd011,4080
Middle Tennessee,MTU,Blue Raiders,3d2f0819-8f3b-4ff3-afd6-6227c469a751,Conference USA,CUSA,6902bb03-02f7-4da4-8261-de5fd2cbd011,11520
North Texas,UNT,Mean Green,10f450ce-143b-4e46-8bfe-52c644b68b07,Conference USA,CUSA,6902bb03-02f7-4da4-8261-de5fd2cbd011,10500
Florida International,FIU,Golden Panthers,a8ac24ca-3b7a-4610-ad99-042661584c48,Conference USA,CUSA,6902bb03-02f7-4da4-8261-de5fd2cbd011,5000
Louisiana Tech,LT,Bulldogs,8ff733a9-9f93-46de-ba7e-cf6f7e429670,Conference USA,CUSA,6902bb03-02f7-4da4-8261-de5fd2cbd011,8000
Holy Cross,HC,Crusaders,31aedd91-a77e-46c1-8bdc-80e9860c159d,Patriot League,PATRIOT,88acc3d7-e5a1-4751-864e-606223943a62,3600
Army,ARMY,Black Knights,6dfaf0ba-47c4-4e05-b0a7-72734747d48f,Patriot League,PATRIOT,88acc3d7-e5a1-4751-864e-606223943a62,5043
Lafayette,LAF,Leopards,6af02334-9ac3-452f-bcf4-20abdb72bd07,Patriot League,PATRIOT,88acc3d7-e5a1-4751-864e-606223943a62,3500
Boston University,BU,Terriers,de9a0e19-b83c-4b98-a6da-81c110cb364b,Patriot League,PATRIOT,88acc3d7-e5a1-4751-864e-606223943a62,1800
Navy,NAVY,Midshipmen,3b088563-ca8a-49a6-9e19-5e4cb186ae1d,Patriot League,PATRIOT,88acc3d7-e5a1-4751-864e-606223943a62,5710
Colgate,COLG,Raiders,80a19b57-d6ab-4bee-934f-33a72c2e958a,Patriot League,PATRIOT,88acc3d7-e5a1-4751-864e-606223943a62,1750
American University,AMER,Eagles,2f513e67-f019-4eec-9096-fbc5911858b6,Patriot League,PATRIOT,88acc3d7-e5a1-4751-864e-606223943a62,4500
Loyola (MD),L-MD,Greyhounds,175d34a7-3823-4e4f-9f11-2464f55360b8,Patriot League,PATRIOT,88acc3d7-e5a1-4751-864e-606223943a62,3000
Lehigh,LEH,Mountain Hawks,508f503f-dc57-4f4c-a01e-4f195e5c05c8,Patriot League,PATRIOT,88acc3d7-e5a1-4751-864e-606223943a62,6000
Bucknell,BUCK,Bison,98d2123a-c7b9-4b5f-8a81-43f76d8537dc,Patriot League,PATRIOT,88acc3d7-e5a1-4751-864e-606223943a62,4000
Valparaiso,VALP,Crusaders,df3da9d7-2d2b-44e2-99e2-08c4945a203b,Missouri Valley,MVC,1d9219c1-696c-42a2-b1be-e8b438795521,5000
Bradley,BRAD,Braves,b47d10b8-a2a5-47df-a2f9-7bd0b9d51beb,Missouri Valley,MVC,1d9219c1-696c-42a2-b1be-e8b438795521,11433
Indiana State,INST,Sycamores,2a997096-a381-469d-a7e9-9e031c8b071c,Missouri Valley,MVC,1d9219c1-696c-42a2-b1be-e8b438795521,10200
Southern Illinois,SIU,Salukis,7cdfcf92-7fe7-46f1-9b66-6912114182e6,Missouri Valley,MVC,1d9219c1-696c-42a2-b1be-e8b438795521,8339
Illinois State,ILST,Redbirds,509aacc4-c121-46a2-800a-d5431ef181d2,Missouri Valley,MVC,1d9219c1-696c-42a2-b1be-e8b438795521,10200
Drake,DRKE,Bulldogs,aed211c3-23a4-4188-ad70-22c6eba7d765,Missouri Valley,MVC,1d9219c1-696c-42a2-b1be-e8b438795521,7152
Missouri State,MOSU,Bears,b83de2df-328f-4303-9895-cdff048fb1ed,Missouri Valley,MVC,1d9219c1-696c-42a2-b1be-e8b438795521,11000
Evansville,EVAN,Aces,d8217105-e9c2-4267-9538-3aaeea1ae167,Missouri Valley,MVC,1d9219c1-696c-42a2-b1be-e8b438795521,10000
Loyola (IL),L-IL,Ramblers,61a3908a-7492-4b6f-809e-12c61976bb0a,Missouri Valley,MVC,1d9219c1-696c-42a2-b1be-e8b438795521,4486
Northern Iowa,UNI,Panthers,2c93a75d-5449-4ec1-9ca2-1e6c812399a4,Missouri Valley,MVC,1d9219c1-696c-42a2-b1be-e8b438795521,6650
Texas Rio Grande Valley,UTRGV,Vaqueros,92456e1e-f48c-4385-96ab-14cb27d18726,Western Athletic,WAC,7265822b-247a-4991-ae8c-0e6f33f6122b,2500
UMKC,UMKC,Kangaroos,820c8f26-cf11-4997-b2e2-19f47bd2f72f,Western Athletic,WAC,7265822b-247a-4991-ae8c-0e6f33f6122b,7300
New Mexico State,NMSU,Aggies,5016fe1a-9571-4d10-bf5b-b9c1b496bd57,Western Athletic,WAC,7265822b-247a-4991-ae8c-0e6f33f6122b,12482
Cal State Bakersfield,CSB,Roadrunners,2da57857-b038-4ad3-8199-e3fb339f57d2,Western Athletic,WAC,7265822b-247a-4991-ae8c-0e6f33f6122b,3800
Utah Valley,UVU,Wolverines,4200f37c-86e0-413e-a5c4-e5edf1e272e7,Western Athletic,WAC,7265822b-247a-4991-ae8c-0e6f33f6122b,8500
Seattle,SEA,Redhawks,7e100f63-0b32-49f6-a954-f5b7c8cf48ad,Western Athletic,WAC,7265822b-247a-4991-ae8c-0e6f33f6122b,17072
Chicago State,CHS,Cougars,2f8c85a7-54f4-4942-be16-2cbac77c82d7,Western Athletic,WAC,7265822b-247a-4991-ae8c-0e6f33f6122b,7000
Grand Canyon,GC,Antelopes,f7e6acc3-0778-4de5-940a-d88e20df1159,Western Athletic,WAC,7265822b-247a-4991-ae8c-0e6f33f6122b,7000
Cincinnati,CIN,Bearcats,a17dfc54-415f-49c3-a2e6-d6fa9db18b0a,American Athletic,AAC,3b6a48d8-1f9c-484f-8ed0-ef0a540a0efe,9400
South Florida,USF,Bulls,55af9c69-3675-4b9b-a882-96640b782fff,American Athletic,AAC,3b6a48d8-1f9c-484f-8ed0-ef0a540a0efe,10411
Memphis,MEM,Tigers,1551b3a0-6d10-4ffa-8dfa-73b56f004553,American Athletic,AAC,3b6a48d8-1f9c-484f-8ed0-ef0a540a0efe,18119
Temple,TEM,Owls,8598d1b6-106b-4083-a512-2e495729525a,American Athletic,AAC,3b6a48d8-1f9c-484f-8ed0-ef0a540a0efe,10206
East Carolina,ECU,Pirates,a601205f-3bfe-4052-ac0b-b8f18cf3efd3,American Athletic,AAC,3b6a48d8-1f9c-484f-8ed0-ef0a540a0efe,8000
Houston,HOU,Cougars,1f99a164-d593-4d81-85d5-0d7889d6f486,American Athletic,AAC,3b6a48d8-1f9c-484f-8ed0-ef0a540a0efe,8100
Connecticut,CONN,Huskies,efba5350-79bc-47aa-a189-db177b95b491,American Athletic,AAC,3b6a48d8-1f9c-484f-8ed0-ef0a540a0efe,15564
Wichita State,WICH,Shockers,f38b58de-3273-4723-a78b-2f918e9aa2d5,American Athletic,AAC,3b6a48d8-1f9c-484f-8ed0-ef0a540a0efe,10506
SMU,SMU,Mustangs,3f4515ea-4472-46b9-ac9e-16d7d8f22a38,American Athletic,AAC,3b6a48d8-1f9c-484f-8ed0-ef0a540a0efe,7000
UCF,UCF,Knights,054c3e85-0552-4549-b123-7e84af6e7b6c,American Athletic,AAC,3b6a48d8-1f9c-484f-8ed0-ef0a540a0efe,9465
Tulsa,TLSA,Golden Hurricane,2959bd24-7007-41ae-a3a3-abdf26888cfc,American Athletic,AAC,3b6a48d8-1f9c-484f-8ed0-ef0a540a0efe,8355
Tulane,TULN,Green Wave,399ad7fb-de60-45a6-a71f-d26e00f1a4ec,American Athletic,AAC,3b6a48d8-1f9c-484f-8ed0-ef0a540a0efe,4100
North Carolina Central,NCCU,Eagles,e4c315a0-e83f-4d14-856e-34a0463059e3,Mid Eastern Athletic,MEAC,852139a9-389c-4eca-9760-ec13f014ca8d,3056
South Carolina State,SCST,Bulldogs,a44f8c85-7ab6-4a4e-b6f1-c69a4cabe1ed,Mid Eastern Athletic,MEAC,852139a9-389c-4eca-9760-ec13f014ca8d,3200
Savannah State,SAV,Tigers,3eacc387-0ad8-4c5e-a666-c8ab447d224f,Mid Eastern Athletic,MEAC,852139a9-389c-4eca-9760-ec13f014ca8d,6000
Norfolk State,NORF,Spartans,a8f75c12-c4db-401f-99e3-b48209d85274,Mid Eastern Athletic,MEAC,852139a9-389c-4eca-9760-ec13f014ca8d,7000
Delaware State,DSU,Hornets,ffa04cde-aa2d-4e91-b2cd-bde2bfed44de,Mid Eastern Athletic,MEAC,852139a9-389c-4eca-9760-ec13f014ca8d,3000
