PC1,PC2,PC3
-4.215777859087612,-0.8642996435632667,0.49794225425623295
-0.47824870368093186,0.4340492324057488,1.552164651339087
0.04703344963210928,-0.8039478374969744,0.7534705664413173
0.6656949374144081,1.6102764754745391,-0.24744757448733598
2.741658276830646,-2.10560566683648,2.4776608745592923
-1.4216140312439738,-1.7554803226120879,-0.2985486481736628
-0.7193695071566846,-1.2912090671865675,1.2930760813666518
-0.2100178418320916,0.18142551268611626,3.6814837436875356
-2.451888683018498,-0.8171531094676371,1.343124520906338
0.6219019106756803,-1.030810448907246,-0.3384302550189404
0.6347656641237344,-1.9887937034766443,-0.7148185582024542
3.543950669947714,1.6690177742906072,-0.024987198693191926
3.465808473547437,-1.405059906410157,1.3249102891870443
-0.7514087117330747,2.144621643736751,-1.1393802425297874
3.768364009136622,0.49928958228060405,3.190495503217324
2.2468409199681476,-2.1592604084407556,-0.537516224130579
-1.7193029611337882,-1.7240564451743863,-0.24164081618766864
-0.9280115209520974,-1.4888123974127994,-0.6978878646889811
-2.0873370176052006,0.27359302337731833,-0.6685626711616496
-1.1184851255651487,-0.8335643248746945,-0.06404560169811602
3.9965466565166383,0.5139955570476757,0.8345227180368796
-0.8153441715552616,1.1408286098397944,-1.0029857082812048
-3.4480090883897443,1.4642522293300322,-3.7998674980059026
0.4672752307967729,1.220956313510735,-0.31993173537505676
4.030695186549764,-3.7857057485637933,-0.07041176845962148
-3.7715529787150395,0.36166849446243304,1.3277131724705007
0.48787644778023265,-2.085731121021472,-2.023326275128826
-0.8021299880707125,-0.3183779651110901,1.0012562935276095
-2.7753558381367824,-0.8504134154911862,-0.0801809678398612
-2.4718616223371606,-2.419241655525806,-1.3549794752375894
-1.4665578096948488,1.3823715614322967,0.034726430813201974
2.013900216668144,2.06646446515625,-1.073562649725681
0.4236767997061198,-0.2647329774732034,1.2977728894458427
2.2868866883262773,-1.797204994238788,0.16832683630262282
-1.3650961190612136,-4.00513940555274,1.3746579662522678
-2.4782211602794533,0.024603108696467656,-1.3110004981168515
1.6823978202559722,-2.5989676443335696,-3.4731140591219107
